Consumer_complaint,Product,Sentiment,Priority
"I pulled my credit report from XXXX, XXXX and Trans Union and an unauthorized entry from XXXX. I have contacted the company via certified mail for validation of this account that was signed and delivered on XXXX XXXX, 2016. XXXX has yet to send supporting documents bearing my signature. I attempted to contact the company again via certified mail that was signed and delivered on XXXX XXXX, 2016 ; no response. Due to the lack of communication, I then contacting XXXX, XXXX and Trans Union regarding this account and they have yet to provide any validation regarding this unauthorized account. Trans Union did not honor my request of validation ; yet the credit file under my social security number has been marked as verified. This entry must be DELETED from my credit file.","Credit reporting, repair, or other",0,1
"I have been battling with this bureau for the last year to get some inaccurate items corrected on my credit report. I have 5 XXXX XXXX XXXX accounts showing on my credit report that shouldn ' t even be there but nonetheless I 've initiated over 4  separate disputes and most recently I simply gave up because this credit bureau wrecks my score when they updated 1 or more of these accounts and reflected it as a Paid "" XXXX XXXX  '' account with the main derogatories reporting as recent asXX/XX/XXXX even though supposedly it 's been paid since XXXX 2015. This has caused a significant drop in my credit score and is preventing me from moving forward on a home loan for my family. I 've attached the document with markers to describe timeline. I feel as if this credit reporting agency allowed for this to happen so they could collect money for creditor reporting and ignored my wishes to remove account. Feels like retaliation and I only wanted the credit bureau to remove the account based on several inaccurate reporting factors and because I never got a full explanation of procedures used to verify the reports. This has caused significant undue stress on my marriage and family because the lender says because of the update from this agency the score dropped and we might lose our house. Please if consumer financial protection can help I would be very grateful. I 'm hoping that the facts can be seen and my rights under the FCRA will be honored. <P/>Thank you, XXXX","Credit reporting, repair, or other",0,1
"a ) Block. Except as otherwise provided in this section, a consumer reporting agency shall block the reporting of any information in the file of a consumer that the consumer identifies as information that resulted from an alleged identity theft, not later than 4 business days after the date of receipt by such agency of ( 1 ) appropriate proof of the identity of the consumer ; ( 2 ) a copy of an identity theft report ; ( 3 ) the identification of such information by the consumer ; and ( 4 ) a statement by the consumer that the information is not information relating to any transaction by the consumer. ( b ) Notification. A consumer reporting agency shall promptly notify the furnisher of information identified by the consumer under subsection ( a ) of this section ( 1 ) that the information may be a result of identity theft ; ( 2 ) that an identity theft report has been filed ; ( 3 ) that a block has been requested under this section ; and ( 4 ) of the effective dates of the block. ( c ) Authority to decline or rescind. ( 1 ) In general. A consumer reporting agency may decline to block, or may rescind any block, of information relating to a consumer  under this section, if the consumer reporting agency reasonably determines that ( A ) the information was blocked in error or a block was requested by the consumer in error ; ( B ) the information was blocked, or a block was requested by the consumer, on the basis of a material misrepresentation of fact by the consumer relevant to the request to block ; or ( C ) the consumer obtained possession of goods, services, or money as a result of the blocked transaction or transactions. ( 2 ) Notification to consumer. If a block of information is declined or rescinded under this subsection, the affected consumer shall be notified promptly, in the same manner as consumers are notified of the reinsertion of information under section 1681i ( a ) ( 5 ) ( B ) of this title. ( 3 ) Significance of block. For purposes of this subsection, if a consumer reporting agency rescinds a block, the presence of information in the file of a consumer prior to the blocking of such information is not evidence of whether the consumer knew or should have known that the consumer obtained possession of any goods, services, or money as a result of the block. ( d ) Exception for resellers. ( 1 ) No reseller file. This section shall not apply to a consumer reporting agency, if the consumer reporting agency ( A ) is a reseller ; ( B ) is not, at the time of the request of the consumer under subsection ( a ) of this section, otherwise furnishing or reselling a consumer report concerning the information identified by the consumer ; and ( C ) informs the consumer, by any means, that the consumer may report the identity theft to the Bureau to obtain consumer information regarding identity theft. ( 2 ) Reseller with file. The sole obligation of the consumer reporting agency under this section, with regard to any request of a consumer under this section, shall be to block the consumer report maintained by the consumer reporting agency from any subsequent use, if ( A ) the consumer, in accordance with the provisions of subsection ( a ) of this section, identifies, to a consumer reporting agency, information in the file of the consumer that resulted from identity theft ; and ( B ) the consumer reporting agency is a reseller of the identified information. ( 3 ) Notice. In carrying out its obligation under paragraph ( 2 ), the reseller shall promptly provide a notice to the consumer of the decision to block the file. Such notice shall contain the name, address, and telephone number of each consumer reporting agency from which the consumer information was obtained for resale. ( e ) Exception for verification companies. The provisions of this section do not apply to a check services company, acting as such, which issues authorizations for the purpose of approving or processing negotiable instruments, electronic fund transfers, or similar methods of payments, except that, beginning 4 business days after receipt of information described in paragraphs ( 1 ) through ( 3 ) of subsection ( a ) of this section, a check services company shall not report to a national consumer reporting agency described in section 1681a ( p ) of this title, any information identified in the subject identity theft report as resulting from identity theft. ( f ) Access to blocked information by law enforcement agencies. No provision of this section shall be construed as requiring a consumer reporting agency to prevent a Federal, State, or local law enforcement agency from accessing blocked information in a consumer file to which the agency could otherwise obtain access under this subchapter","Credit reporting, repair, or other",0,0
"I have contacted all three credit reporting companies, because I received a letter from XXXX XXXX XXXX XXXX who claimed to have bought a debt relating to me from a third party ). I have continuously stated that this debt is not mine both to XXXX and to the credit reporting agencies. XXXX 's letter notified me that the statute of limitation HAS EXPIRED, and they will contact the credit agencies to remove this debt from my credit report. However, the debt still remains on my report although the statute of limitation has expired. This debt was never mine to begin with, and I even went to court, and it was disposed of by the judge over 3-4 years ago because XXXX attorneys could n't offer any proof. 

If you take a look at my supporting documents XXXX my letter to the credit agency and XXXX letter to me - attached ), it is officially from XXXX ; however, the credit agencies "" claim '' that when they contacted XXXX, that they were told that this debt is mine -- obviously because XXXX wants money, and rather than the credit agencies doing their jobs, in terms of accuracy, they are failing to do so and being ignorant of my side of the story. 

This debt is not mine, and the credit agencies need to read the official letter sent to me by XXXX. This is harassment on the part of XXXX if they are indeed stating this debt is accurate, when their own letter states that the statute of limitation has expired and even went further to state that they will contact the credit agencies to remove. 

Please assist in getting this "" inaccurate '' and "" expired XXXX '' information from XXXX off my credit report. 

Many thanks, XXXX","Credit reporting, repair, or other",0,1
Tax lien that has been released is still showing as unsatisfied on Transunion. Disputed several times with sending a copy of release and it is still misreporting,"Credit reporting, repair, or other",1,1
"I was XXXX  for five years. I was released XX/XX/XXXX from XXXX XXXX XXXX I ran my credit and I have no knowledge of these accounts, nor did I give anyone access to any of my personal information while gone. I also filed a police report because of this issue. I also uploaded all proof of police report and proof of my XXXX. Below is the accounts. 


Equifax XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX, VA XXXX XXXX ) XXXX Account Type : Installment Loan Date Opened XX/XX/XXXX Status : CHARGED OFF ACCOUNT ACCOUNT CLOSED BY CREDIT GRANTOR XXXX XXXX XXXX XXXX XXXX XXXX, TAPE ONLY, XXXX XXXX, SD XXXX ( XXXX ) XXXX Account Type : Installment Loan Date Opened XX/XX/XXXX Status : CHARGED OFF ACCOUNT ACCOUNT CLOSED BY XXXX GRANTOR Transunion XXXX XXXX XXXX XXXX XXXX XXXX, TAPE ONLY, XXXX XXXX, SD XXXX ( XXXX ) XXXX Account Type : Installment Loan Date Opened XX/XX/XXXX Status : CHARGED OFF ACCOUNT ACCOUNT CLOSED BY CREDIT GRANTO XXXX XXXX XXXX XXXX XXXX, XXXX, MA XXXX Date opened XX/XX/XXXX Account Collections Capital XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, UT XXXX XXXX ) XXXX Status : Charged off as bad debt Experian XXXX XXXX CO XXXX XXXX XXXX XXXX, XXXX, FL XXXX ( XXXX ) XXXX XXXX Opened XX/XX/XXXX Status- Seriously past due date / assigned to attorney, collection agency, or credit grantor 's internal collection department XXXX XXXX BANK XXXX XXXX XXXX XXXX, XXXX, VA XXXX XXXX ) XXXX Account Type : Installment Loan Date Opened XX/XX/XXXX Status : CHARGED OFF ACCOUNT ACCOUNT CLOSED BY CREDIT GRANTOR XXXX XXXX Orignal XXXX XXXX XXXX XXXX, XXXX, MA XXXX XXXX opened XX/XX/XXXX Account status Seriously past due date / assigned to attorney, collection agency, or credit grantor 's internal collection department XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX ONLY, XXXX XXXX XXXX SD XXXX ( XXXX ) XXXX Account Type : Installment Loan Date Opened XX/XX/XXXX Status : CHARGED OFF ACCOUNT ACCOUNT CLOSED BY CREDIT GRANTO","Credit reporting, repair, or other",0,1
"Hello, this is XXXX XXXX XXXX XXXX again and I am submitting this complaint against Experian over their frivolous attempt at an investigation at my expense. They are tarnishing my creditability and my good credit by allowing a false riddled account with incomplete and incorrect information to appear on my credit file under XXXX XXXX XXXX account # XXXX ... This account is under another persons name at my business address and it does not belong to me personally and it is affecting every aspect of my financial stability. 

I work for XXXX XXXX XXXX, in the XXXX XXXX offices and I will pursue strict litigation against Experian for false reporting and responding to my initial dispute through the CFPB portal with absolutely ZERO investigative results, evidence and facts! They have not responded to my complain AT ALL though this portal. They have submitted generic and cookie cutter responses to me through this portal that make absolutely no sense. Their has been ZERO validation or investigation with XXXX XXXX XXXX on my account and they have not even verified the addresses that are displayed on this inaccurate account versus the addressed that appear legally join my credit report. 

This account is inaccurate and illegally reporting to my credit report and the investigation I received was UNLAWFUL, INSUFFICIENT and a SHAM! I have no idea what investigation was conducted, there has been ZERO proof, ZERO documentation verified and provided and NO forwarding of my documents to they furnishers illegally reporting to my credit file. This violates FCRA law, this investigation was absolutely half assed and completely unacceptable. If this item is not removed within the next week I will be sending letters for Experian to cease and desist any and all activity upon my account under FCRA law and appear in court regarding this sham of an investigation!","Credit reporting, repair, or other",0,1
"All three major credit bureaus have illegally hoarded consumers personal information without this Consumers expressed written consent. Pursuant to the 1974 Privacy Act all 3 credit bureaus violated all privacy rights and allowed personal information to be leaked due to their false and misleading ways. According to the Fair Debt Collection Practices Act all three credit bureaus maliciously and collectively shared this Consumers personal information to make trillions of dollars by selling it to various debt collectors, employers, financial institutions, and a host of others. My wish is for the consumer financial protection bureau to demand on my behalf that all 3 credit bureaus remove all of this Consumers social security numbers, date of births, financial accounts or credit/debit card numbers, driver license numbers, detailed health or medical history or similar sensitive information. All relations with these 3 credit bureaus are now in question for reporting fraudulent information to disgrace this Consumer. Consumer wishes for damages of 10 million dollars from all 3 credit bureaus for their Treasonous deeds and all will be forgiven. Consumer would also like to thank the consumer financial protection bureau for protecting her/his Personal, Family, and Household.","Credit reporting, repair, or other",0,1
"I currently have two damaging negative remarks on my credit files, these companies have no other intent other than keep me bound by loans. These two companies apparently have paid the credit companies money too re enter bad information on my credit worthiness, I am tired of being violated when there are FRCA rights and the credit companies should pay up for damages on each time. ""? I am seeking justice now, I have fought this for years too the end. I have countless of copies of my credit files that clearly show that negative remarks were re entered way beyond the 7 year period. I think it is time I get money for damages and being violated. The credit companies claim oh the year on the date removed is not here yet. Well it was long passed long ago, I seek answers and stop violating me now. Please contact me and all these crooks, I want too sue for damages but need money for lawyers. I guess if multi million dollar companies can violate people due their un lack of money, then they need too pay up. XXXX my ph # Please contact all the credit reporting companies and stop this non sense.","Credit reporting, repair, or other",0,1
"Earlier this month, I was pre-approved for a mortgage loan. As part of the application, the mortgage broker sent me a summary of my credit scores from the  XXXX  credit-reporting companies that included factors adversely affecting the scores.  One of those factors was too many credit inquiries during the previous year. The only inquiries that I remember authorizing are by my bank for a mortgage pre-approval in 2016 and the most recent one by the mortgage broker. I was concerned, so I requeste d my credit reports from the  XXXX  credit-reporting companies and learned that there have been multiple inquires by credit card companies and insurers, which I presume are used to market products to me. I never authorized these inquiries, and even thought I have a relatively high score, it seems unfair that inquiries by companies should adversely affect m y credit score.","Credit reporting, repair, or other",1,1
I previously disputed a lien on my Equifax credit report that has been paid and is still showing on my report. I have attached the proof of payment of this lien. Please remove this lien from my credit report.,"Credit reporting, repair, or other",1,1
I have several inquiries on my transunion credit report that are inaccurate.,"Credit reporting, repair, or other",1,1
"InXX/XX/XXXX i noticed someone using my information to try and get things in my name as a result I have over 10 hard inquiries on my XXXX and Equifax report. Anything fromXX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXXare all part of the fraud with exception of XXXX XXXX XXXX XXXX which is mine from a car loan an XXXX. I disputed all inquiries with all 3 credit reports and only experion has deleted them. XXXX and Equifax both denied my claims and they are in violation of my rights and of FCRA. I was told by both reporting agency that my information was part of their breach now my credit scores are affected and they will not do any thing to help me.","Credit reporting, repair, or other",0,1
"my accounts XXXX account number XXXX date opened XX/XX/XXXX and capital one account number XXXX date opened XX/XX/XXXX, are reporting one late to credit reporting agencies. which are inaccurate, so please have these inaccuracies removed especially when i have the creditors letters as approval to do so. 
thank you for your cooperation please find attached the creditors letters.","Credit reporting, repair, or other",1,1
I called XXXX 2017 to voice concerns to Wells Fargo Dealer Services that I was unable to set up my monthly payment online due to a system error on their website. I also told them that had recently been XXXX for military service. They told me that they understood the situation and I made my payment immediately over the phone. Two weeks later that marked my account 30 days delinquent. This is unfair due the fact that I was unable to make my payment online.,"Credit reporting, repair, or other",0,1
"Following the Equifax data breach reported in XX/XX/2017, I attempted to check on the Equifax website to see if I was impacted or not. Because I live in the XXXXXXXX for the most part, the website did not work so I called Equifax 's call center. 
The call center agents were unable to help me and told me to contact Equifax XXXX, though I am a US Citizen with credit cards and bank accounts in the USA. 
I was told that there was no other way for me to check on anything and that they were very sorry that they could not help. 

I have now paid XXXX to place a freeze on my credit as I can not check or be sure what the situation is, and Equifax wo n't tell me much more.","Credit reporting, repair, or other",0,1
"I pulled my credit report on XXXX/XXXX/15. I immediately noticed that the fraud statement had an old phone number listed in both my report and my husband 's. I reported this XXXX years ago and have continuously contacted all XXXX credit reporting agencies in the past regarding the issue. I tried to dispute online, but could not as the message on Experian 's website says that you have to call to dispute the fraud statement. So I called the following day. An agent with a XXXX told me to dispute online. I reiterated what the web says and that there is no "" dispute '' button. He gave me the following site : XXXX. No such link exists. He then claimed that he was deleting my phone numbers. I told him not to delete all my phone numbers, only the incorrect XXXX. About a week later, I received a letter from Experian that, as requested, they had deleted all my phone numbers. I went online again to check my report. No changes have been made and the incorrect phone number is still on the site. I have not had a chance to call back as the office is only open from XXXX, and I do not want to continue going through this ridiculous routine with Experian not changing incorrect information. They 've had 6 years to make XXXX change.","Credit reporting, repair, or other",0,1
"On XX/XX/2018 we submitted a form to surrender our XXXX XXXX.

On XX/XX/2018 the vehicle was picked up.

On XX/XX/2018 the vehicle was sold for {$19000.00} leaving a balance of {$8000.00}.

On XX/XX/2018 we paid a payment of {$250.00} We cancelled gap and some other extras which brought the balance down further.

We made {$400.00} in payments XXXX & XXXX. we are currently set for 3 more months of {$200.00} payments. Towards the balance.

Today XXXX marked on our credit that this account is in charge-off and that weve failed to pay. Which from the above information WE HAVE NOT.

On XX/XX/XXXX the balance will be {$6800.00} as another payment is scheduled to draft from our account.","Credit reporting, repair, or other",0,1
I purchased a house on XX/XX/17 that had existing XXXX service and had constant issues with the service with phone lines and televisions being down. They changed the status of our plan multiple times from being out of contract to being in without my authorization. There service reps missed multiple appointments to repair issues. We had to cancel service eventually and disputed the charges they said we had. They still went and reported it to the credit agencies as a derogatory in collection.,"Credit reporting, repair, or other",0,1
"I noticed XXXX XXXX on my credit report - I do n't know what this is. I requested validation from them as soon as I saw it, ( send by USPS with proof, attached ). They failed to validate. According to federal law, if they do not provide me the validation information in a timely fashion, they can not hold me liable, especially when I have no idea what it is for. They have not provided it. 

I contacted the three credit reporting agencies. It was removed from XXXX because they failed to validate ... XXXX says they did validate, but they have not done so. 

I am writing to dispute the account referenced above. I have disputed this account information as inaccurate with you, and you have come back to me and stated you were able to verify this debt. How is this possible? Under the laws of the FDCPA, I have contacted the collection agency myself and have been unable to get them to verify that this is indeed my debt. I enclose copies of my requests to the agency, asking them to validate my debts, and the receipts showing that I sent these letter. This debt is not mine and I was given no evidence of my obligation to pay this debt to this collection agency. 
The FCRA requires you to verify the validity of the item within 30 days. If the validity can not be verified, you are obligated by law to remove the item. There is a clear case of unverified debt here, and I urge you to remove this item before I am forced to take legal action. 
In the event that you can not verify the item pursuant to the FCRA, and you continue to list the disputed item on my credit report I will find it necessary to sue you for actual damages and declaratory relief under the FCRA. According to this regulation, I may sue you in any qualified state or federal court, including small claims court in my area. 
While I prefer not to litigate, I will use the courts as needed to enforce my rights under the FCRA.","Credit reporting, repair, or other",0,1
"All three credit bureaus ( XXXX, XXXX, and TRANS UNION ) are reporting incorrect information in regards to my Child Support Account. It registers that I 've paid 100 % of the balance but my report remains effected by late payments. Please help me to get this resolved. 

You 've paid off 100 % of the original amount. 
Balance {$1500.00} Highest Balance $ XXXX Monthly payment {$300.00} Opened Unknown Term months Payment History Youve made 95 % of payments for this account on time. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XX/XX/XXXX XX/XX/XXXX XX/XX/XXXX XX/XX/XXXX Last payment XX/XX/XXXX Current Payment Status 120+ Days Late Worst Payment Status No Info Account Details Account status Open Type Child Support Responsibility Individual Remarks 150 Days past due Times 30/60/90 days late","Credit reporting, repair, or other",0,1
"On XXXX XXXX, 2016 I mailed a "" certified mail receipt '' letter to the Annual Credit Report Services, XXXX. XXXX XXXX, XXXX, GA XXXX. In this letter I requested each of my credit reports, and provided documentation of denials of credit that I received after attempting to purchase a vehicle for my grandson. My letter was explicit and there should not have been any problems with my request. I provided all of my contact information. 
As of today, XXXX XXXX, 2016 I have not received a response from this agency and I am concerned about identity theft. I gave them so much information as a means to identify the validity of my request. 
This morning, using the tracking number of my certified mail receipt, I was alerted that my letter was delivered at XXXX., XXXX XXXX, 2016. This is unprofessional, to say the least. 
I have in the past had similar issues with them. It makes me extremely suspicious, because I am disclosing so much personal information that can be used to steal my identity. 
AUTHORIZATION : I have checked the box below. However, I DO NOT WANT MY NAME published. Thank you.","Credit reporting, repair, or other",0,1
My XXXX XXXX  card from XXXX  was cancelled by the merchant along with many others as they were going to replace it with an XXXX  card from XXXX XXXX that will arrive in XX/XX/XXXX. Equifax received this notification from XXXX   and Equifax reported this without any reason for the card being canceled My credit score on XXXX XXXX from Equifax went from XXXX on XX/XX/XXXX to XXXX a 134 point change on XX/XX/XXXX. My XXXX score remained the same at XXXX. I filed a dispute with Equifax and with XXXX XXXX. I have spoken with XXXX XXXX and have not heard from anyone .I have had the XXXX XXXX XXXX Card for over 9 years XXXX XXXX # XXXX card # XXXX XXXX XXXX XXXX,"Credit reporting, repair, or other",0,1
"The car financing company XXXX is currently reporting as a closed account on with all three credit bureaus. They are also reporting as a judgement on equifax. I have contacted all XXXX credit bureaus because XXXX XXXX is currently garnishing my wages receiving roughly about XXXX per month since XX/XX/XXXX, but the company keeps reporting derogatory/late/no payment monthly affecting my credit score. After speaking with someone from each credit bureau and disputing the account with all XXXX bureaus there has been no change to the way this company is reporting on my credit reports.","Credit reporting, repair, or other",0,1
"Recently Equifax reported that its system was hacked affecting millions of Americans. The company, whose investors made millions, is offering only a minuscule compensation that too which costs it nothing - free credit monitoring. I believe that it 's is really a slap on consumers face since we do n't have a choice as to who monitors my personal financial information. They must pay $ $ $ in compensation. They must be fined by the agency as th solution does not fit the crime.","Credit reporting, repair, or other",0,1
"Equifax security breach where all of my personal data was stolen. Social Security number, date of birth, driver 's license number, etc.","Credit reporting, repair, or other",0,1
Experian complaint # XXXX response back on XX/XX/XXXX is that Experian is opt me out of marketing and promotional in fact I was already opt out since XX/XX/XXXX and have proof to where Experian responded back to the CFPB about the issue of opt out. So now Experian says I'm on opt out I never stop. I also got all these companies tracing back to pay day loans that they claim is Experian. I also file a complaint and supplied the letter from Experian I'm opt out as proof. I'm not going to play the games and XXXX by Experian and lies. I been opt out for 2 years and update by letter to being opt out. it seems like fraud so we let the US attorney office look into the issue. I also see other people have filed on Experian as well to the issue at hand. It's nothing but words botch and lies to the fact of the matter that as of XX/XX/XXXX I'm opt out of something I was already done and now Experian twist it in another matter. See you in court,"Credit reporting, repair, or other",0,1
I have contacted Equifax on several occasions in regards to accounts that I have that are in good standing and being paid on time. I spoke with a representative today ( XX/XX/2017 ) in regards to the dispute that I sent in to them at their request. Equifax requested copies of my identification and proof of social security card. The representative told me that the dispute was resolved and the accounts have been added. I am still unable to see these accounts on my credit report with Equifax only. Please let me know if there is any information that you need from me to resolve this issue.,"Credit reporting, repair, or other",1,1
"This is fraud, I never used acknowledged or submitted to any service with the stated company. I have contacted the credit bureaus to have this removed but was unsuccessful.","Credit reporting, repair, or other",0,1
XXXX is a debt purchasing company that is reporting XXXX bank as a charge off collection account in erroneous and fraudulent way. This is clearly a XXXX bank that is well exceeded the stature  of limitations since last pmt/activity dates back to XX/XX/XXXX2009. According to the FCRA this needs to be deleted immediately from my credit portfolio,"Credit reporting, repair, or other",0,1
"I tried settling this particular debt with  Portfolio Recovery an d they said that they were n't willing to settle.     In later years, once the debt was past the statue of limitations, I disputed the debt with the  XXXX  major reporting bureaus an d Portfolio refus ed to remove it from my credit report.     This debt is tarnishing my history and preventing me from obtaining affordable housing.","Credit reporting, repair, or other",0,1
"I had a Mortgage with XXXX XXXX in XX/XX/XXXX while on XXXX XXXX in the XXXX this was XX/XX/XXXX, in XX/XX/XXXX the Mortgage crisis hits and XXXX XXXX XXXX assumes my XXXX XXXX XXXX # XXXX. In XX/XX/XXXX the XXXX sends me Orders to report for duty in XXXX, VA. I was able to make payments on this house until my retirement in XX/XX/XXXX, I used my savings till it dried up in XX/XX/XXXX. That was the last time a payment was ever made on this loan, for a house that I haven't lived in since XX/XX/XXXX! In XX/XX/XXXX they transfer my Loan back to XXXX XXXX! In XX/XX/XXXX XXXX XXXX Transfers my loan to XXXX who reports my loan in a Negative Status until it is finally Foreclosed upon in XX/XX/XXXX, and then doesn't get reported to the Courts until XX/XX/XXXX. I have been denied credit for a Foreclosure since XX/XX/XXXX, and the fact that I refinanced my XXXX Home in XX/XX/XXXX, paid it off completely when I sold the home in XX/XX/XXXX. Financed a brand new XXXX XXXX in XX/XX/XXXX, it too is completely paid off, but I am still being denied credit in XX/XX/XXXX because of this Fraud to my account! I do not feel like this is fair to a XXXX XXXX that served his country for 22 years 7 months an 10 days to continue to deal with this Fraud and Abuse to a XXXX XXXX  of this country! You can't report both loans! Thgis is Fraud!!!!!","Credit reporting, repair, or other",0,1
"I filed a complaint with the reporting agencies stating that the stated Delinquent account reflecting as an FHA Mortgage Loan-XXXX XXXX XXXX is inaccurate. According to FCRA and Public Record Law the subscriber has to show proof on demand of the inaccurate information. The agencies have refused to provide the verification. The credit bureaus have retrieve my information from a third party entity without my authorization, therefore holding my identity and credit under "" Consumer Lock '' for 7 years. The credit agencies have stated I can no longer challenge this negative entry which is against FCRA law. This discrepancy has prevented me in my personal life 's pursuit. Please advocate for me in this challenge.","Credit reporting, repair, or other",0,1
"In 2016 my wife and I tried to get a HELOC on our primary residence and we were denied because of remarks on our credit report. The remarks stated : Our account was settled for less than full balance ; account paid, foreclosure started. This remark is untrue and is different from the monthly reporting on our credit reports that show we paid all of our bills on time. We sent letters to the credit bureaus and were sent a letter stating the problem would be corrected and that notification to all three of the credit bureaus would be sent. Two years later this negative remark is still on two of my credit reports and one of my wife 's report.","Credit reporting, repair, or other",0,1
I DISPUTED A COLLECTION ACCOUNT IN MY CREDIT FIL(XXXX XXXX) FOR THE AMOUNT OF XXXX   DOLLARS.THE AFOREMENTIONED ACCOUNT WAS DELETED FROM MY FILE IN XX/XX/2018.I DISCOVERED THAT THE SAME ACCOUNT RE-APPEARED IN FILE ON XX/XX/2018.I DID NOT RECIEVE A LETTER OF THE REINSERTION WITHIN THE FIVE PERIOD AS PRESCRIBED BY FAIR CREDIT REPORTING ACT(SECTION 611). THIS IS A CLEAR VIOLATION THAT SAID ACT.,"Credit reporting, repair, or other",0,1
"I was a victim of Identity theft and I notice 2 accounts on my credit report. XXXX # XXXX and XXXX XXXX # XXXX. 

I have provided XXXX, Experian and XXXX  the copy of the police report and have provided a victim 's complaint & affidavit to XXXX and XXXX XXXX and everything else that they have requested. XXXX  deleted the 2 accounts, but XXXX  and Experian has refused to delete these 2 accounts from my report. They keep saying that they have verified that this account is mine but have not provided any documentation to show that these accounts are mine. 

Also I have also asked the original creditors - XXXX & XXXX XXXX to provide documentation / proof that this account belongs to me and they have not.","Credit reporting, repair, or other",0,1
"credit agencies reporting outdated public records and not my accounts same information 3 times on file, remove all tax liens from file REF # XXXX, REF # XXXX, REF # XXXX","Credit reporting, repair, or other",0,1
"Due to XXXX XXXX keeping the ID thief 's address and name to themselves for 8 years on my husbands account, the ID thief 's address is now on my credit report. I did not know this until Experian sent me a copy of my excellent credit record. Perhaps this explains why fraudulent charges began occurring on my now CLOSED XXXX credit card. And they are appearing on my 1st Bank statements in which I have to get new cards issued. The USPS delivers mail under my husbands name and now most likely mine to the incorrect address in XXXX, California. I have never had anything sent to me. I did send a notification to the XXXX, California post master general on this date for my husband, but I will have to correct to include my name, also. XXXX XXXX denies any further fraud after their investigations. I will forward copies of all of it to CFPB.","Credit reporting, repair, or other",0,1
I have continuously disputed information with equifax and although the accounts are not mine they continue to report the information stating they have investigated and verified accounts that I know are not mine I have disputed every month for 1 year starting XX/XX/XXXX until now.XX/XX/XXXX,"Credit reporting, repair, or other",0,1
"I am Submitting this complaint with the CFPB due to TransUnion NOT being in compliance with the law of the FCRA section 609 ( a ) ( 1 ) ( A ). you are required by federal law to verify - through the physical verification of the original signed consumer contract - any and all accounts you post on a credit report. Otherwise, anyone paying for your reporting services could fax, mail or email in a fraudulent account. On XX/XX/XXXX I sent a dispute letter to Transunion on XX/XX/XXXX, I received a letter back of dispute results stating that the company that reported the information certified to TransUnion that the information was accurate. I went back to the original company/ courts and a administrator told me that the court does not provide any information to the Credit Bureaus. I also was informed from the court administrator that the 3 major Credit Bureaus gather or claim to verify information from a program or companies called XXXX, XXXX, and XXXX. According to the FCRA this is NOT verification because neither one of these companies are 100 % the ORIGINAL furnisher of these records! An with TranUnion doing this it goes against my rights as a Consumer.Your failure to positively verify these accounts has hurt my ability to obtain credit. Under the FCRA, unverified accounts must be removed. I demand that with my supporting documentation from the original furnisher that all public records be deleted and blocked from my Credit Report immediately. 

Thanks","Credit reporting, repair, or other",0,0
"After disputing with equifax the validity of a mark on my credit report from XXXX, it was determined that the report was incorrect due to fraud. it was removed from my report on XX/XX/XXXX. I went on my report today and this is back on my report. Equifax has never sent me a letter of reinsertion within the 5 days required by law and has now broken the law by having this account relisted on my account","Credit reporting, repair, or other",1,1
"Due to Wells Fargo keeping the ID thief 's address and name to themselves for 8 years on my husbands account, the ID thief 's address is now on my credit report. I did not know this until XXXX sent me a copy of my excellent credit record. Perhaps this explains why fraudulent charges began occurring on my now CLOSED WF  credit card. And they are appearing on my 1st Bank statements in which I have to get new cards issued. The USPS delivers mail under my husbands name and now most likely mine to the incorrect address in XXXX, California. I have never had anything sent to me. I did send a notification to the XXXX, California post master general on this date for my husband, but I will have to correct to include my name, also. Wells Fargo denies any further fraud after their investigations. I will forward copies of all of it to CFPB.","Credit reporting, repair, or other",0,1
according to the FEDAL FAIR CERDIT REPORTING ACT consumer reporting agency may not report negative information that is more than seven years old from the first date of that account being late.According to CREDIT REPORT file from XX/XX/XXXX and credit report fromXX/XX/XXXX will show that the item I disputed is due for deletion,"Credit reporting, repair, or other",1,1
"Experian is reporting obsolete information in which I am in my rights to ask for old creditors to be removed. The  XXXX  accounts are  XXXX  Account number  XXXX , date opene d  XX/2007  o ve r 10 years old  and  XXXX  Account number  XXXX , date opene d  XX/2007  ov e r 9 ye  ars old. T he accounts are passed the age of removal and the other credit bureau had no issue deleting the outdated accounts. There is no payment history as I have never paid on these accounts and I have requested that you provide verification as to how the dispute was disputed and who verified the obsolete account so that I  may o btain legal assistance to the removal of the obsolete accounts. The accounts are not only obsolete they are not attached to any other accounts.","Credit reporting, repair, or other",1,1
"Equifax credit reporting agency is giving hard time while I called and tried to dispute and remove an address from my credit file which does not belong to me. They asked almost 15 questions over the phone "" in order to verify my identity ''. But before asking all this questions they've already verified my identity asking me my full name, my social security number, my date of birth and my current mailing address. They just waist American consumers times. They almost asked me to give a blood test to "" verify mi identity ''. Whatever ... They are refusing to remove a former address from my credit file for no reason ( which is reporting in there but never been my former address ).","Credit reporting, repair, or other",0,1
